mun_upp,CNPJ,TELEFONE,CIDADE,ESTADO,ENDERECO,PRODUTO,CREDENCIADO,BAIRRO,RAMO_ATIVIDADE,bairro_upp
BREJO SANTO,5699389000390,(88) 9964-44339,Brejo Santo,CE,AV JOAO INACIO DE LUCENA 861,CARTAO CEARA SEM FOME,FRIGOBOI,Centro,Açougue,CENTRO
BREJO SANTO,7537616000145,(88) 3531-8100,Brejo Santo,CE,RUA DOMINGOS GOMES DA SILVA Nº215 ,CARTAO CEARA SEM FOME,SUPER SAO JORGE,CENTRO,Supermercado,CENTRO
BREJO SANTO,7537616000226,(88) 3531-8102,Brejo Santo,CE,"RUA NAPOLEAO ARAUJO LIMA, Nº 150 ",CARTAO CEARA SEM FOME,SUPER SAO JORGE,CENTRO,Supermercado,CENTRO
BREJO SANTO,10557159000165,(88) 9967-04567,Brejo Santo,CE,R JOSE MATIAS SAMPAIO 753,CARTAO CEARA SEM FOME,SUPER SELETO,Centro,Supermercado,CENTRO
BREJO SANTO,10557159000408,(88) 9967-04567,Brejo Santo,CE,R JOAO LUCENA 108,CARTAO CEARA SEM FOME,BIG SELETO,Centro,Supermercado,CENTRO
BREJO SANTO,10557159000599,(88) 9967-04567,Brejo Santo,CE,AV JOSE AMARO NETO 0,CARTAO CEARA SEM FOME,SUPER SELETO,Centro,Supermercado,CENTRO
BREJO SANTO,11077872000174,(88) 9964-77415,Brejo Santo,CE,R MANOEL ALVES DE MOURA 110,CARTAO CEARA SEM FOME,ROLIM SUPERMERCADO,Centro,Supermercado,CENTRO
BREJO SANTO,13874406000226,(88) 3531-1221,Brejo Santo,CE,AV PRFEITO JOAO INACIO DE LUCENA 47,CARTAO CEARA SEM FOME,ATACAREJO TERRA SANTA,Centro,Mercado / Mini Mercado,CENTRO
BREJO SANTO,29898662000102,,Brejo Santo,CE,FRANCISCO BASILIO 265,CARTAO CEARA SEM FOME,HEBERSOM LUCIANO,Centro,Padaria,CENTRO
BREJO SANTO,41324674000129,(88) 3531-0565,Brejo Santo,CE,R FRANCISCO BASILIO 217,CARTAO CEARA SEM FOME,L A GONCALVES,Centro,Mercado / Mini Mercado,CENTRO
BREJO SANTO,41445859000191,,Brejo Santo,CE,R MANOEL LEITE 931,CARTAO CEARA SEM FOME,PANIFICADORA E MERCANTIL PADRE CÍCERO,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,4441266000473,,Camocim,CE,R RUA ANTONIO ZEFERINO VERAS 1349,CARTAO CEARA SEM FOME,SUPERMERCADO EXTRA,Centro,Supermercado,CENTRO
CAMOCIM,5603543000206,(88) 3621-0620,Camocim,CE,R VINTE E QUATRO DE MAIO 761,CARTAO CEARA SEM FOME,MERCADINHO DO FRANGO,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,10360680000108,(88) 3621-2951,Camocim,CE,"RUA JOSE MARIA VERAS, Nº 504 ",CARTAO CEARA SEM FOME,HIPERMERCADOS RAINHA,Centro,Alimentação,CENTRO
CAMOCIM,10360680000612,,Camocim,CE,R ANTONIO ZEFERINO VERAS 1505,CARTAO CEARA SEM FOME,SUPERMERCADO RAINHA BEM AQUI,Centro,Supermercado,CENTRO
CAMOCIM,11331032000196,(88) 3621-0322,Camocim,CE,PERIMETRAL 1325,CARTAO CEARA SEM FOME,Z. A. PESCADOS,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,11811423000108,(88) 3621-7040,Camocim,CE,R UBAJARA 516,CARTAO CEARA SEM FOME,MERCADINHO BRITO FREITAS,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,14776529000106,(88) 9929-97075,Camocim,CE,RUA MARIA LEIDA BEZERRRA XIMENES 10,CARTAO CEARA SEM FOME,SITIO BAFULECO,Centro,Supermercado,CENTRO
CAMOCIM,14847805000180,(88) 9936-28887,Camocim,CE,BOA ESPERANCA 1726,CARTAO CEARA SEM FOME,MERCADINHO JONAS,Centro,Supermercado,CENTRO
CAMOCIM,23301562000170,,Camocim,CE,R 24 DE MAIO 1917,CARTAO CEARA SEM FOME,A P FRIOS,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,42588489000104,(88) 3506-2659,Camocim,CE,R ESPLANADA DO PORTO 63,CARTAO CEARA SEM FOME,EMPRESA NOTEIRA DE LARA CRISTINA SILVA DE ALMEIDA,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,43208199000150,,Camocim,CE,R ANTONIO LIMA 1130,CARTAO CEARA SEM FOME,MERCADINHO SÃO JUDAS TADEU,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,45332641000181,,Camocim,CE,R SAO LUIZ LJ s/n,CARTAO CEARA SEM FOME,MERCADINHO SOTHIA,Centro,Mercado / Mini Mercado,CENTRO
CAMOCIM,47257242000129,,Camocim,CE,R RAIMUNDO VERAS 1659,CARTAO CEARA SEM FOME,MERCADINHO SERVE TUDO,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,3612143000142,(85) 9815-19024,Campos Sales,CE,AV FRANCISCO ADEMAR DE ANDRADE 654,CARTAO CEARA SEM FOME,MERCANTIL SAO JOAO,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,5827271000139,,Campos Sales,CE,AV FRANCISCO DAS CHAGAS ARRAIS 210,CARTAO CEARA SEM FOME,COMERCIAL LACERDA,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,7798457000132,(88) 3533-1895,Campos Sales,CE,AV SETE DE SETEMBRO 146,CARTAO CEARA SEM FOME,COMERCIAL VIANA,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,9339916000145,(88) 9998-37419,Campos Sales,CE,R CARNEIRO DE MENDONCA 345,CARTAO CEARA SEM FOME,MERCADINHO VIEIRAO,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,20424185000179,,Campos Sales,CE,AV FRANCISCO DAS CHAGAS ARRAIS 244,CARTAO CEARA SEM FOME,MERCADINHO SAO MIGUEL,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,37407089000115,,Campos Sales,CE,FRANCISCO DAS CHAGAS 226,CARTAO CEARA SEM FOME,SACOLAO AVENIDA,Centro,Mercado / Mini Mercado,CENTRO
CAMPOS SALES,37407089000204,,Campos Sales,CE,R CORONEL BALECO 720,CARTAO CEARA SEM FOME,ATACAREJO AVENIDA,Centro,Supermercado,CENTRO
CAMPOS SALES,50125016000107,(88) 9931-71214,Campos Sales,CE,SIT QUEIMADAS 80,CARTAO CEARA SEM FOME,MERCADINHO SAO JORGE,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,117877000167,,Canindé,CE,R EUCLIDES BARROSO 1295,CARTAO CEARA SEM FOME,SUPERMERCADO BASTOS,Centro,Supermercado,CENTRO
CANINDÉ,651148000196,,Canindé,CE,R PAULINO BARROSO 1919,CARTAO CEARA SEM FOME,MERCADINHO SANTA CLARA,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,1217410000151,,Canindé,CE,br 020 sn,CARTAO CEARA SEM FOME,MERCEARIA IGUACU,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,3995515027790,,Canindé,CE,João Neco S/N,CARTAO CEARA SEM FOME,MATEUS SUPERMERCADOS,Centro,Supermercado,CENTRO
CANINDÉ,5212533000150,,Canindé,CE,R JOAQUIM MAGALHAES 892,CARTAO CEARA SEM FOME,MINI SUPER MARTIN,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,5757868000154,(85) 9974-42632,Canindé,CE,R PAULINO BARROSO 1959,CARTAO CEARA SEM FOME,MERCADINHO ERNANE,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,5764748000184,(85) 3343-1494,Canindé,CE,R SITONIO MONTEIRO 385,CARTAO CEARA SEM FOME,MERCANTIL O JUAREZ,Centro,Supermercado,CENTRO
CANINDÉ,5860178000126,(85) 3343-1635,Canindé,CE,R JOAO MILITAO 325,CARTAO CEARA SEM FOME,UNICOMPRAS SUPERMERCADO,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,11085834000163,,Canindé,CE,MOZART PINTO 73,CARTAO CEARA SEM FOME,SUPERMERCADO MAGALHAES,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,14647964000130,(85) 9977-97043,Canindé,CE,R EUCLIDES BARROSO 456,CARTAO CEARA SEM FOME,mercadinho canindé,Centro,Supermercado,CENTRO
CANINDÉ,15106777000102,(85) 9916-46355,Canindé,CE,R JOSE PAIXAO 2045,CARTAO CEARA SEM FOME,J B SUPERMERCADO,Centro,Supermercado,CENTRO
CANINDÉ,15106777000455,(85) 3343-5993,Canindé,CE,R SITONIO MONTEIRO 655,CARTAO CEARA SEM FOME,J B SUPERMERCADO,Centro,Supermercado,CENTRO
CANINDÉ,23544299000140,(85) 9851-94731,Canindé,CE,"RUA JOAQUIM MAGALHAES, Nº835 ",CARTAO CEARA SEM FOME,SUPER FEIRAO DO LAR,CENTRO,Alimentação,CENTRO
CANINDÉ,23544299000574,,Canindé,CE,R JOAO PINTO DAMASCENO 87,CARTAO CEARA SEM FOME,N.C.LIMA SUPERMERCADOS LTDA,Centro,Supermercado,CENTRO
CANINDÉ,28102883000402,(85) 9895-65440,Canindé,CE,AV LUCIANO MAGALHAES 520,CARTAO CEARA SEM FOME,COMPREMAX SUPERMERCADOS,Centro,Supermercado,CENTRO
CANINDÉ,41313149000108,(85) 9999-93151,Canindé,CE,R EUCLIDES BARROSO 464,CARTAO CEARA SEM FOME,MERCANTIL UNIAO,Centro,Mercado / Mini Mercado,CENTRO
CANINDÉ,42798657000196,,Canindé,CE,R JOSE VELOSO JUCA 2263,CARTAO CEARA SEM FOME,SUPER BARATAO,Centro,Supermercado,CENTRO
CANINDÉ,45017391000195,,Canindé,CE,R TABELIAO FACUNDO 513,CARTAO CEARA SEM FOME,MERCADINHO VIVER BEM,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,1615904000194,(85) 9913-78468,Capistrano,CE,R CEL FRANCISCO BEZERRA CAMPELO 16,CARTAO CEARA SEM FOME,SUPERMERCADO QUEIROZ,Centro,Supermercado,CENTRO
CAPISTRANO,1855123000177,,Capistrano,CE,luis rufino 101,CARTAO CEARA SEM FOME,FRANCISCO C. O DE MORAIS,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,13451378000153,(85) 9928-32728,Capistrano,CE,CEL FRANCISCO BEZERRA CAMPELO 33,CARTAO CEARA SEM FOME,MERCADINHO HOLANDA,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,22282209000128,(85) 9912-29314,Capistrano,CE,R CORONEL FRANCISCO BEZERRA CAMPELO 40,CARTAO CEARA SEM FOME,MERCADINHO CASA DO PEIXE,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,22549956000260,(85) 9913-78438,Capistrano,CE,R FRANCISCO BEZERRA CAMPELO 64,CARTAO CEARA SEM FOME,SUPERMERCADO CENTRAL,Centro,Supermercado,CENTRO
CAPISTRANO,22918895000180,,Capistrano,CE,R DONA MARIA ISABEL 17,CARTAO CEARA SEM FOME,MERCADINHO DO ROCHA,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,27222366000161,(85) 9919-72286,Capistrano,CE,R Cel Fco BEZERRA CAMPELO SN,CARTAO CEARA SEM FOME,MERCADINHO O JOSUÉ,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,35761061000156,(85) 9971-92431,Capistrano,CE,SIT MAZAGAO 2 SN,CARTAO CEARA SEM FOME,CLF COMERCIO,Centro,Supermercado,CENTRO
CAPISTRANO,39021806000100,,Capistrano,CE,CEL FRANCISCO BEZERRA CAMPELO SN,CARTAO CEARA SEM FOME,MERCANTIL NENEL,Centro,Mercado / Mini Mercado,CENTRO
CAPISTRANO,40508793000179,,Capistrano,CE,FRANCISCO NUNES CAVALCANTE sn,CARTAO CEARA SEM FOME,MERCANTIL DA FRAN,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,102064000101,(85) 9995-30297,Caridade,CE,R JUANA BITENCURT 399,CARTAO CEARA SEM FOME,LUIZ GONZAGA PONCIANO,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,1033341000126,,Caridade,CE,R DR PLACIDO PINHO SN,CARTAO CEARA SEM FOME,MERCEARIA O LUCIMAR,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,3557500000117,(85) 9917-27344,Caridade,CE,A MERCADO PUBLICO 25,CARTAO CEARA SEM FOME,MINIMERCADO TODO DIA,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,8650758000187,,Caridade,CE,R CALABRIA 199,CARTAO CEARA SEM FOME,MERCADINHO ABACATE,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,9417895000139,,Caridade,CE,calabria 07,CARTAO CEARA SEM FOME,MERCADINHO CALABRIA,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,10642923000109,(85) 9894-53341,Caridade,CE,R EZEQUIEL GOMES 251,CARTAO CEARA SEM FOME,MERCADINHO NOSSA SRA DAS GRACAS,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,10823373000116,,Caridade,CE,R SENADOR MENEZES PIMENTEL 164,CARTAO CEARA SEM FOME,MERCADINHO BRAZ,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,13371913000166,,Caridade,CE,R JOANA BITTENCOURT 94,CARTAO CEARA SEM FOME,CASA DE RAOES ARC VAREJO,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,15106777000293,(85) 9916-46355,Caridade,CE,AV CORONEL FRANCISCO LINHARES 73,CARTAO CEARA SEM FOME,J B SUPERMERCADO,Centro,Supermercado,CENTRO
CARIDADE,15521489000114,,Caridade,CE,TV VICENTE PAULO FONSECA 26,CARTAO CEARA SEM FOME,MERCADINHO N V,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,17708590000104,,Caridade,CE,R CEL. FRANCISCO LINHARES SN,CARTAO CEARA SEM FOME,ARC VAREJO,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,18298577000197,,Caridade,CE,boa esperança 000,CARTAO CEARA SEM FOME,MAIRTON RIBEIRO DA SILVA 50335197353,Centro,Alimentação,CENTRO
CARIDADE,18777841000175,(85) 9815-33836,Caridade,CE,R Rua Raimundo Prata 364,CARTAO CEARA SEM FOME,MERCADINHO FRANCA,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,22017760000144,(85) 9850-04056,Caridade,CE,DA BALIZA 18,CARTAO CEARA SEM FOME,MERCEARIA DA REGI,Centro,Mercado / Mini Mercado,CENTRO
CARIDADE,25446728000172,(85) 9868-47287,Caridade,CE,R CEL. JOSE SAMPAIO 247,CARTAO CEARA SEM FOME,FRIGORIFICO NOSSA SENHORA DAS DORES,Centro,Frigorifico,CENTRO
CARIDADE,34956425000190,,Caridade,CE,R CORONEL FRANCISCO LINHARES 161,CARTAO CEARA SEM FOME,SUPER SAVANA,Centro,Supermercado,CENTRO
CARIDADE,36378962000126,,Caridade,CE,R CALABRIA SN,CARTAO CEARA SEM FOME,MERCADINHO DA NENE,Centro,Mercado / Mini Mercado,CENTRO
CARIRIAÇU,7824696000110,,Caririaçu,CE,R CORONEL BOTELHO 533,CARTAO CEARA SEM FOME,MERCANTIL AQUINO,Centro,Mercado / Mini Mercado,CENTRO
CARIRIAÇU,18546248000118,,Caririaçu,CE,CORONEL BOTELHO 419,CARTAO CEARA SEM FOME,COMERCIAL SILVA,Centro,Mercado / Mini Mercado,CENTRO
CARIRIAÇU,34297608000141,,Caririaçu,CE,SANTA BERNADETE 01,CARTAO CEARA SEM FOME,SACOLÃO SABOR DA TERRA,Centro,Mercado / Mini Mercado,CENTRO
CARIRIAÇU,69371342000114,(88) 9968-93311,Caririaçu,CE,R CLEMENTE FERREIRA BORGES 17,CARTAO CEARA SEM FOME,MERCANTIL CICERO KELER,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,2441132000184,(88) 9812-40778,Cariré,CE,VL TAPUIO SN,CARTAO CEARA SEM FOME,MELO VARIEDADES,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,8029267000113,(88) 9970-70779,Cariré,CE,R DR JOSE TELES 60,CARTAO CEARA SEM FOME,PANIFICADORA IDEAL,Centro,Padaria,CENTRO
CARIRÉ,8220042000220,,Cariré,CE,R ISAIAS MACHADO PORTELA 281,CARTAO CEARA SEM FOME,SERVE BEM ATACAREJO,Centro,Supermercado,CENTRO
CARIRÉ,9348859000160,(88) 8152-0600,Cariré,CE,R SEBASTIAO MIRANDA 541,CARTAO CEARA SEM FOME,MERCANTIL PORQUINHO,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,11302642000161,,Cariré,CE,R FRANCISCO ARAUJO CHAVES SN,CARTAO CEARA SEM FOME,MERCADINHO NOSSA SENHORA DE FATIMA,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,23576491000119,,Cariré,CE,AV SEBASTIAO MIRANDA 411,CARTAO CEARA SEM FOME,MERCADINHO SAO SEBASTIAO,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,26769904000170,(88) 9813-51903,Cariré,CE,AV DEPUTADO ELISIO AGUIAR 261,CARTAO CEARA SEM FOME,PEDIM DAS FRUTAS,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,42798817000105,,Cariré,CE,SEBASTIAO MIRANDA 320,CARTAO CEARA SEM FOME,COMERCIAL MB,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,45611505000120,,Cariré,CE,10 R TAPUIO 00,CARTAO CEARA SEM FOME,MERCADINHO SAO FRANCISCO,Centro,Mercado / Mini Mercado,CENTRO
CARIRÉ,53632223000138,,Cariré,CE,R JOSE ALCIDES ROCHA 960,CARTAO CEARA SEM FOME,MERCADINHO SAO FRANCISCO,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,4632374000695,(88) 9994-32159,Cariús,CE,R PRACA DA REPUBLICA 06,CARTAO CEARA SEM FOME,REDE ALEXANDRE,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,7429139000102,,Cariús,CE,PASCOAL ESTOPELE 17,CARTAO CEARA SEM FOME,MERCANTIL BERNARDO,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,7642456000102,,Cariús,CE,R 07 DE SETEMBRO 25,CARTAO CEARA SEM FOME,MERCADINHO MARIANO,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,18329495000162,(88) 9985-38099,Cariús,CE,PC DA REPUBLICA 8,CARTAO CEARA SEM FOME,SUPER ECONOMICO,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,19502979000124,(88) 9811-18100,Cariús,CE,R SILVESTRE ALMEIDA DUARTE 02,CARTAO CEARA SEM FOME,MERCANTIL COSTA,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,20593231000163,,Cariús,CE,MANOEL VIRACAO 29,CARTAO CEARA SEM FOME,MERCANTIL EVOLUCAO,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,21257861000120,(88) 9964-06510,Cariús,CE,7 DE SETEMBRO 15,CARTAO CEARA SEM FOME,MERCANTIL MACHIM,Centro,Mercado / Mini Mercado,CENTRO
CARIÚS,24189280000196,(88) 9990-31128,Cariús,CE,R SILVESTRE ALMEIDA DUARTE 17,CARTAO CEARA SEM FOME,MERCADINHO BAHIA,Centro,Loja de Armarinho,CENTRO
CARIÚS,49358423000177,(88) 9978-93749,Cariús,CE,SETE DE SETEMBRO 21,CARTAO CEARA SEM FOME,MERCANTIL DA LUCIA,Centro,Mercado / Mini Mercado,CENTRO
CARNAUBAL,141536000127,,Carnaubal,CE,R MANOEL ESTORGIO 830,CARTAO CEARA SEM FOME,SUPERMERCADO DUDU,Centro,Supermercado,CENTRO
CARNAUBAL,7342176000170,(88) 3626-1785,Carnaubal,CE,R MAJOR FELINTO 512,CARTAO CEARA SEM FOME,SUPERMERCADO REGINALDO,Centro,Mercado / Mini Mercado,CENTRO
CARNAUBAL,12640930000199,(88) 9999-09196,Carnaubal,CE,Sítio Faveira SN,CARTAO CEARA SEM FOME,CENTRAL DA CONSTRUCAO,Centro,Mercado / Mini Mercado,CENTRO
CARNAUBAL,31934208000101,,Carnaubal,CE,R PEDRO ANTONIO DE MELO 212,CARTAO CEARA SEM FOME,MERCANTIL FREIRE,Centro,Mercado / Mini Mercado,CENTRO
CARNAUBAL,35202279000170,,Carnaubal,CE,R DEPUTADO VICENTE RIBEIRO 438,CARTAO CEARA SEM FOME,COOPENORT,Centro,Cooperativa,CENTRO
CARNAUBAL,35884734000165,,Carnaubal,CE,RUA MANOEL ESTORGIO 147,CARTAO CEARA SEM FOME,THALITA DE ASSIS BRITO,Centro,Mercado / Mini Mercado,CENTRO
CARNAUBAL,41402223000162,,Carnaubal,CE,MANOEL ESTORGIO 145,CARTAO CEARA SEM FOME,MERCEARIA PAGUE MENOS,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,1441752000150,(85) 3334-1182,Cascavel,CE,AV PREFEITO VITORIANO ANTUNES 2203,CARTAO CEARA SEM FOME,MERCEARIA COSTA,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,1626500000104,(85) 3334-1164,Cascavel,CE,R MAXIMIANO COSTA SN,CARTAO CEARA SEM FOME,MERCADINHO FAFA,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,2826178000111,(85) 9812-68983,Cascavel,CE,AV PADRE VALDEVINO NOGUEIRA 2285,CARTAO CEARA SEM FOME,MERCADINHO FREITAS IV,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,2884865000193,(85) 3334-1663,Cascavel,CE,R JOAO DAMASCENO FONTENELE 3160,CARTAO CEARA SEM FOME,MERCADINHO SANGELA,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,3932610000111,(85) 3385-1990,Cascavel,CE,JOAO DAMASCENO ONTENELE 2763,CARTAO CEARA SEM FOME,MERCEARIA O OLIMPIO,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,4174844000100,(85) 3334-1253,Cascavel,CE,R PEDRO MOITA 289,CARTAO CEARA SEM FOME,MERCADINHO ECONOMICO,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,5058143000178,(85) 3334-1095,Cascavel,CE,R JOAO VIANA FILHO 1198,CARTAO CEARA SEM FOME,MERCADINHO MENINO JESUS,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,7049541000153,(85) 3334-0767,Cascavel,CE,AV PREFEITO VITORIANO ANTUNES 2464,CARTAO CEARA SEM FOME,MERCADINHO PREDILETO,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,7196801000113,(85) 9880-84977,Cascavel,CE,AV PREF. VITORIANO ANTUNES 2293,CARTAO CEARA SEM FOME,MERCADINHO FREITAS,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,8245735000197,(85) 9870-90623,Cascavel,CE,R BENEDITO GALDINO DE LEMOS 2671,CARTAO CEARA SEM FOME,MERCADO MJ,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,8690114000112,(85) 3334-1066,Cascavel,CE,R FOTOGRAFO JOSE HONORATO 2869,CARTAO CEARA SEM FOME,MERCADINHO O OSMAR,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,11659770000248,(85) 3348-8455,Cascavel,CE,CHANCELER EDSON QUEIROZ 2944,CARTAO CEARA SEM FOME,SUPERMERCADO MORANGUINHO,Centro,Supermercado,CENTRO
CASCAVEL,11659770000671,(85) 3348-8455,Cascavel,CE,PADRE MAXIMINIANO PINTO DA ROCHA 2255,CARTAO CEARA SEM FOME,SUPERMERCADO MORANGUINHO JANGADA ATACAREJO,Centro,Supermercado,CENTRO
CASCAVEL,11659770000914,(85) 3348-8455,Cascavel,CE,FRANCISCO GALDINO DE SOUZA 2319,CARTAO CEARA SEM FOME,SUPERMERCADO MORANGUINHO,Centro,Supermercado,CENTRO
CASCAVEL,17997044000130,(85) 9880-09040,Cascavel,CE,R SAO JOAO 2518,CARTAO CEARA SEM FOME,MERCANTIL COMPRE BEM,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,23151812000990,,Cascavel,CE,R SAMUEL BEDE 2606,CARTAO CEARA SEM FOME,RAIMAR,Centro,Supermercado,CENTRO
CASCAVEL,25988137000127,(85) 3334-0353,Cascavel,CE,R FRANCISCO GALDINO DE SOUZA 2198,CARTAO CEARA SEM FOME,COMERCIAL S P,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,31318796000159,(85) 8899-0210,Cascavel,CE,TV FRANCISCO ADJAFRE 2170,CARTAO CEARA SEM FOME,IMPERIO DAS CARNES,Centro,Açougue,CENTRO
CASCAVEL,33050854000131,,Cascavel,CE,10 R VICENTE FAUSTINO 1178 A,CARTAO CEARA SEM FOME,MERCADINHO COMPRE BEM,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,35435690000196,(85) 9890-47048,Cascavel,CE,CHANCELER EDSON QUEIROZ 3205,CARTAO CEARA SEM FOME,LUQUINHA E CIA,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,38094949000170,(85) 9100-0512,Cascavel,CE,AV ELIEZER XIMENES RODRIGUES 3460,CARTAO CEARA SEM FOME,NEW BOX SUPERMERCADO,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,41289664000108,,Cascavel,CE,R JOAO DAMASCENO FONTENELE 4031,CARTAO CEARA SEM FOME,MERCADINHO DM,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,41675314000171,(85) 3334-1516,Cascavel,CE,PREF VITORIANO ANTUNES 2374,CARTAO CEARA SEM FOME,COMERCIAL VAREJISTA QUEIROZ,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,44301510000174,,Cascavel,CE,SIT TIJUCUSSU I SN,CARTAO CEARA SEM FOME,COOPAVEL CE,Centro,Alimentação,CENTRO
CASCAVEL,44601157000148,,Cascavel,CE,AV PREF VITORIANO ANTUNES 2374,CARTAO CEARA SEM FOME,FRUTAS SOMBRA,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,48715352000150,,Cascavel,CE,AV GENERAL MOURA 2436,CARTAO CEARA SEM FOME,MERCADINHO NB,Centro,Mercado / Mini Mercado,CENTRO
CASCAVEL,50868992000141,,Cascavel,CE,R FRANCISCO CAPISTRANO DE SOUZA SN,CARTAO CEARA SEM FOME,MINI BOX ENCONTRO DAS AGUAS,Centro,Supermercado,CENTRO
CASCAVEL,54237475000125,(85) 9981-98800,Cascavel,CE,R PEDRO MOITA 289,CARTAO CEARA SEM FOME,SUPER ECONOMICO,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,386135000137,,Catarina,CE,TV DOS INHAMUNS 35,CARTAO CEARA SEM FOME,GOMES SAMPAIO MERCEARIAS,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,5340684000194,,Catarina,CE,R ANTONIO LEITAO 548,CARTAO CEARA SEM FOME,COMERCIAL GOMES DE LIMA,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,7463999000154,(88) 9884-85223,Catarina,CE,R JOSE RODRIGUES IRMAO 183,CARTAO CEARA SEM FOME,MERCANDINHO MIX,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,9591741000169,,Catarina,CE,AV ANTONIO AMANCIO RODRIGUES 64,CARTAO CEARA SEM FOME,MERCANTIL DO GERILAN,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,11441968000170,,Catarina,CE,ANTONIO LEITAO 320,CARTAO CEARA SEM FOME,FRIGORIFICO E SUPERMERCADO CARVALHO,Centro,Mercado / Mini Mercado,CENTRO
CATARINA,11454879000168,,Catarina,CE,ANTONIO LEITAO DE MENDONCA 555,CARTAO CEARA SEM FOME,A. I. VITOR EVANGELISTA,Centro,Mercado / Mini Mercado,CENTRO
